,address,rent,beds,baths,borough,hood,elevator,doorman,laundry,furnished,sqft,page
3098,W 11,3250,1,1,Manhattan,West Village,False,False,False,False,,2631
3099,Lexington Avenue,2050,1,1,Manhattan,East Harlem,True,False,False,False,525,2631
3103,E 21,2400,Studio,1,Manhattan,Flatiron District,True,False,False,False,,2630
3105,648 Chauncey St Apt 2,2700,3,2,Brooklyn,Bushwick,False,False,True,False,,2630
3106,Broad Street,3662,1,1,Manhattan,Financial District,True,True,True,False,,2630
3107,East 44th Street,3100,2,1,Manhattan,Turtle Bay,True,True,True,False,,2630
3108,Stanton Street,6395,4,2,Manhattan,Lower East Side,True,False,True,False,,2630
3109,east 12,4875,3,1,Manhattan,East Village,True,False,False,False,,2630
3110,East 39th Street,3500,Studio,1,Manhattan,Murray Hill,True,True,True,False,511,2630
3112,West 57th Street,2495,1,1,Manhattan,Hell's Kitchen,False,True,False,False,,2630
3113,24th Street,3950,3,2,Queens,Long Island City,True,True,True,False,,2630
3115,Murray Street,4850,4,2,Manhattan,Tribeca,True,True,True,False,,2630
3116,Hanover Sq,2760,1,1,Manhattan,Financial District,False,False,False,False,,2630
3117,Na 30th Ave. 29th St. Apt NA...,3500,4,2,Queens,Astoria,False,False,False,False,,2630
3118,Ainslie Street,4895,3,1,Brooklyn,East Williamsburg,True,False,False,False,,2630
3119,First Avenue,1950,Studio,1,Manhattan,Upper East Side,False,False,False,False,,2630
3120,79th St,3700,1,1,Manhattan,Yorkville,True,True,False,False,900,2630
3121,17th street,2000,1,1,Brooklyn,Windsor Terrace,False,False,False,False,,2630
3123,Thompson St,13250,2,2,Manhattan,SoHo,True,True,True,False,,2629
3124,West 112th St,2795,2,1,Manhattan,Morningside Heights,False,False,False,False,770,2629
3125,East 83 Street and first ave,1975,Studio,1,Manhattan,Yorkville,True,False,False,False,,2629
3126,Bushwick Ave,2799,2,1,Brooklyn,Bushwick,False,False,False,False,,2629
3127,West 42nd Street,2990,Studio,1,Manhattan,Theater District,False,True,True,False,,2629
3128,Center Boulevard,2110,Studio,1,Queens,Hunters Point,True,True,True,False,,2629
3129,STUNNING PLACE -ALL LUXURY WAT...,4173,1,1,Manhattan,Financial District,True,True,True,False,730,2629
3130,West 60th Street,4600,1,1,Manhattan,Lincoln Square,True,True,False,False,,2629
3132,west 56 st,2900,1,1,Manhattan,Midtown East,False,False,False,False,,2629
3133,West Street,2895,1,1,Manhattan,Financial District,True,True,True,False,,2629
3134,E 63rd St,3950,2,2,Manhattan,Lenox Hill,False,False,False,False,,2629
3135,684 Riverside Drive New York N...,3949,2,2,Manhattan,Hamilton Heights,True,False,False,False,,2629
3136,Jackson Ave LIC,3300,1,1,Queens,Long Island City,True,True,True,False,,2629
3137,41-29 24 Str Apt 11M,3000,2,1,Queens,Long Island City,True,True,False,False,1100,2629
3138,E 26,3185,2,1,Manhattan,Rose Hill,False,False,False,False,,2629
3144,Tribeca Pointe,3462,1,1,Manhattan,Battery Park City,True,True,False,False,630,2628
3145,W 65th st,3650,1,1,Manhattan,Lincoln Square,True,False,False,False,,2628
3146,Madison Avenue,5500,5,2,Manhattan,East Harlem,True,True,True,False,1400,2628
3147,Water & John,2850,2,1,Manhattan,Financial District,True,True,False,False,,2628
3148,East 14th,3400,2,1,Manhattan,Gramercy Park,True,False,False,False,800,2628
3149,W 37th St.,2870,Studio,1,Manhattan,Hell's Kitchen,True,True,False,False,,2628
3150,Third Avenue,3495,2,1,Manhattan,Greenwich Village,True,False,True,False,,2628
3151,MOTT,3825,1,1,Manhattan,NoLita,True,False,False,False,,2628
3152,MIDTOWN EAST,8500,3,3,Manhattan,Murray Hill,True,True,True,False,,2628
3153,West 17th Street,2475,1,1,Manhattan,Chelsea,False,False,False,False,,2628
3154,56th st & 1st Ave,4450,2,1,Manhattan,Sutton Place,True,True,False,False,1050,2628
3155,4705 Center Bl.,2585,Studio,1,Queens,Hunters Point,True,True,False,False,,2628
3156,Stanton Street,5037,3,2,Manhattan,Lower East Side,True,False,True,False,,2628
3157,E 95th St,2795,2,1,Manhattan,Yorkville,True,True,True,False,,2628
3158,Desbrosses Street,3697,1,1,Manhattan,Tribeca,True,True,False,False,,2628
3159,W 64th Street,3150,3,1,Manhattan,Lincoln Square,True,False,False,False,,2628
3160,Eckford street,4300,2,2,Brooklyn,Greenpoint,True,True,True,False,,2628
3163,2414 Avenue D,1050,Share,2,Brooklyn,Flatbush,False,False,False,False,11,2627
3164,Wall Street,3163,Studio,1,Manhattan,Financial District,True,True,True,False,495,2627
3165,11th Ave.,3650,1,1,Manhattan,Chelsea,True,True,False,False,665,2627
3166,744 Bushwick ave,900,Share,2,Brooklyn,Bushwick,False,False,False,False,,2627
3167,East 2nd Street,3995,2,1,Manhattan,Alphabet City,False,False,True,False,,2627
3168,Lefferts Avenue,2500,2,2,Brooklyn,Prospect Lefferts Gardens,False,False,False,False,,2627
3169,Crescent Street,2745,2,1,Queens,Long Island City,True,True,True,False,,2627
3170,W 52nd St,2895,2,1,Manhattan,Hell's Kitchen,False,False,False,False,,2627
3171,Leroy Street,3750,2,1,Manhattan,West Village,False,False,True,False,,2627
3172,Bond Street,2200,Studio,1,Brooklyn,Downtown Brooklyn,True,True,True,False,,2627
3173,West 50th Street,4885,3,2,Manhattan,Hell's Kitchen,False,False,True,False,,2627
3174,East 79st,2250,1,1,Manhattan,Lenox Hill,False,False,False,False,,2627
3175,East 86th Street,3350,2,1,Manhattan,Yorkville,True,True,True,False,,2627
3176,Attorney St,6995,4,2,Manhattan,Lower East Side,False,False,True,False,,2627
3177,Fleet Place,2640,Studio,1,Brooklyn,Downtown Brooklyn,False,True,False,False,580,2627
3178,Battery Place,2395,1,1,Manhattan,Battery Park City,True,True,False,False,,2627
3179,Park Avenue,3100,1,1,Brooklyn,Clinton Hill,False,True,False,False,700,2627
3180,Eckford and Greenpoint Ave,2200,Studio,1,Brooklyn,Greenpoint,True,True,True,False,,2627
3184,Dutch Street,2500,Studio,1,Manhattan,Financial District,False,False,True,False,,2626
3185,East 28th Street,3700,2,1,Manhattan,Rose Hill,False,False,False,False,,2626
3186,10th Avenue,2350,Studio,1,Manhattan,Hell's Kitchen,False,True,True,False,,2626
3187,E 34th St,5522,3,2,Manhattan,Murray Hill,True,True,False,False,,2626
3188,33rd St.,1945,1,1,Queens,Astoria,False,False,False,False,,2626
3189,Mott Street,3645,2,1,Manhattan,NoLita,True,True,False,False,,2626
3190,West St.,2614,1,1,Manhattan,Financial District,True,True,False,False,,2626
3191,Murray Street,2800,1,1,Manhattan,Tribeca,True,True,False,False,,2626
3192,Spruce Street,3400,2,1,Manhattan,Financial District,True,True,True,False,,2626
3193,Queens Plaza North,2900,1,1,Queens,Long Island City,True,True,True,False,,2626
3194,Hunter Street LIC,3600,1,1,Queens,Long Island City,True,True,True,False,,2626
3195,West 53rd Street,3795,2,1,Manhattan,Hell's Kitchen,False,False,False,False,,2626
3196,West 188th Street,1650,1,1,Manhattan,Fort George,False,False,False,False,490,2626
3197,2417 Albemarle Road Apt 11CF,2318,1,1,Brooklyn,Flatbush,True,False,False,False,,2626
3198,East 2nd Street,3500,2,1,Manhattan,East Village,False,False,False,False,,2626
3199,One Bedroom with Home Office,5700,2,1,Manhattan,Tribeca,True,True,False,False,,2626
3203,Corner unit /Stunning views of...,4800,2,2,Manhattan,Theater District,True,True,False,False,,2625
3204,Water St.,3450,2,1,Manhattan,Financial District,True,True,False,False,,2625
3205,West 24th Street,3395,Studio,1,Manhattan,Chelsea,False,True,False,False,440,2625
3206,east 81,2175,Studio,1,Manhattan,Yorkville,False,False,False,False,,2625
3207,600 W 150th St Apt 47,850,Share,1,Manhattan,Hamilton Heights,True,False,False,False,,2625
3208,East 4th Street,4600,2,1,Manhattan,Bowery,True,False,False,False,,2625
3209,Rutgers St,5800,2,2,Manhattan,Two Bridges,True,True,True,False,,2625
3210,Center Blvd,2400,Studio,1,Queens,Hunters Point,True,True,False,False,,2625
3211,Caton Avenue,1475,Studio,1,Brooklyn,Flatbush,True,False,False,False,,2625
3212,Thompson Street,3495,2,1,Manhattan,Greenwich Village,False,False,False,False,,2625
3213,48th Street & 30th Avenue,2300,2,1,Queens,Astoria,False,False,False,False,,2625
3214,226 West 21st Street,3100,1,1,Manhattan,Chelsea,False,False,False,False,,2625
3215,Wall Street,3195,Studio,1,Manhattan,Financial District,True,True,False,False,,2625
3216,Spring St,3995,2,1,Manhattan,NoLita,False,False,True,False,,2625
3217,Lexington Avenue,2495,2,1,Manhattan,East Harlem,True,False,False,False,655,2625
3219,Bond Street,4767,2,2,Brooklyn,Boerum Hill,True,False,False,False,,2625
3220,4705 Center Bl.,3277,1,1,Queens,Hunters Point,True,True,False,False,,2625
3223,Center Boulevard,3109,1,1,Queens,Hunters Point,True,True,False,False,,2624
3224,2424 42 St Apt 6,1600,Studio,1,Queens,Astoria,True,False,False,False,,2624
3225,WEST 20 STREET,3450,Loft,1,Manhattan,Chelsea,True,True,False,False,,2624
3226,Waterfront LIC,2200,Studio,1,Queens,Hunters Point,True,True,False,False,550,2624
3227,25 Columbus Circle,13900,2,2,Manhattan,Hell's Kitchen,True,True,False,False,1283,2624
3228,W 45th St,2095,Studio,1,Manhattan,Hell's Kitchen,True,True,True,False,,2624
3229,2nd Avenue,2900,Studio,1,Manhattan,Kips Bay,False,False,True,False,,2624
3230,East 78,2700,2,1,Manhattan,Upper East Side,False,False,False,False,,2624
3231,west 58th,2495,1,1,Manhattan,Theater District,True,True,False,False,,2624
3232,Fifth Avenue,7450,4,2,Manhattan,Greenwich Village,False,False,False,False,,2624
3233,East 39th Street,3000,2,1,Manhattan,Murray Hill,True,True,True,False,,2624
3234,Water,2750,2,1,Manhattan,Financial District,True,True,False,False,,2624
3235,West 28th Street,4125,1,1,Manhattan,Chelsea,False,False,True,False,619,2624
3236,East 76 Street,1900,Studio,1,Manhattan,Upper East Side,False,False,False,False,,2624
3237,Broome street and Mercer,16500,4,2,Manhattan,SoHo,True,False,True,False,,2623
3238,John St.,4025,3,1,Manhattan,Financial District,True,True,False,False,,2623
3239,GOLD ST=GREAT PLACE=LARGE ROOM...,3387,2,1,Manhattan,Financial District,True,True,False,False,,2623
3240,West 101st Street,4800,3,1,Manhattan,Manhattan Valley,True,True,False,False,,2623
3241,Eighth Avenue,2750,Studio,1,Manhattan,Hell's Kitchen,True,True,False,False,,2623
3242,Mulberry St,3600,1,1,Manhattan,Little Italy,False,False,False,False,,2623
3243,Long Island City Waterfront,2200,Studio,1,Queens,Hunters Point,True,True,False,False,550,2623
3244,Ninth Avenue,6259,4,2,Manhattan,Hell's Kitchen,False,False,True,False,,2623
3245,Rutgers St,3460,1,1,Manhattan,Two Bridges,True,True,True,False,,2623
3246,Fleet Place,2782,Studio,1,Brooklyn,Downtown Brooklyn,False,True,False,False,469,2623
3247,Avenue B,3750,2,1,Manhattan,Alphabet City,True,False,False,False,,2623
3248,East 46th Street,3195,2,1,Manhattan,Turtle Bay,True,True,False,False,,2623
3249,E 82nd St.,2650,1,1,Manhattan,Yorkville,False,False,False,False,,2623
3250,E 36th St,2295,Studio,1,Manhattan,Murray Hill,True,False,False,False,,2623
3251,Elizabeth st/Grand st,5495,1,1,Manhattan,Little Italy,False,False,False,False,,2623
3252,Pearl Street,5000,3,2,Manhattan,Financial District,True,False,True,False,,2623
3253,Gold Street,3825,2,1,Brooklyn,Downtown Brooklyn,True,True,False,False,,2623
3257,Suffolk Street,3969,2,1,Manhattan,Lower East Side,True,False,True,False,,2622
3258,East 21st Street,1725,1,1,Brooklyn,Flatbush,True,False,False,False,,2622
3259,Rutgers Street,3438,1,1,Manhattan,Two Bridges,True,True,True,False,,2622
3260,east 73 street between 2nd and...,1900,Studio,1,Manhattan,Upper East Side,False,False,False,False,,2622
3261,North 10th St,3656,1,1,Brooklyn,Williamsburg,False,True,True,False,758,2622
3262,West 14th Street,3600,1,1,Manhattan,Flatiron District,True,False,False,False,,2622
3263,Wall Street,2450,1,1,Manhattan,Financial District,True,True,False,False,,2622
3264,East 45th Street,2800,1,1,Manhattan,Turtle Bay,True,False,False,False,,2622
3265,Fleet Place,3583,1,1,Brooklyn,Downtown Brooklyn,False,True,False,False,688,2622
3266,Greenwich Street,6000,3,2,Manhattan,Tribeca,True,True,False,False,,2622
3267,West Street,5425,2,2,Manhattan,Financial District,True,True,False,False,,2621
3268,Ninth Avenue,2300,2,1,Manhattan,Hell's Kitchen,False,False,False,False,,2621
3269,Fourth Avenue,3800,1,1,Manhattan,Greenwich Village,True,True,False,False,636,2621
3270,1040 Park Place Apt B5,1140,Share,1,Brooklyn,Crown Heights,False,False,False,False,,2621
3271,Ninth Avenue,3595,2,1,Manhattan,Hell's Kitchen,False,False,False,False,,2621
3272,4545 Center Bl.,3249,1,1,Queens,Hunters Point,True,True,False,False,,2621
3273,N 9th St,2500,Studio,1,Brooklyn,Williamsburg,True,False,False,False,,2621
3274,610 West 173 Apt 2D,1775,1,1,Manhattan,Washington Heights,True,False,False,False,,2621
3275,Close to Central Park,4700,3,2,Manhattan,Hell's Kitchen,True,True,False,False,,2621
3276,Madison Ave,3695,2,1,Manhattan,NoMad,True,True,False,False,,2621
3277,York Avenue,1925,Studio,1,Manhattan,Upper East Side,True,False,False,False,,2621
3278,Court Street,5862,2,2,Brooklyn,Boerum Hill,True,True,False,False,,2621
3279,West 13th Street,3550,Studio,1,Manhattan,West Village,False,False,False,False,500,2621
3280,385 Graham Apt E9221R,2850,2,1,Brooklyn,Williamsburg,False,False,False,False,1100,2621
3281,Bushwick Avenue,2800,4,1,Brooklyn,Bushwick,False,False,False,False,,2621
3283,East 35th Street,2850,1,1,Manhattan,Murray Hill,False,False,False,False,,2621
3284,East 13th Street,7000,4,2,Manhattan,East Village,False,False,True,False,,2621
3285,Second Avenue,3500,1,1,Manhattan,Midtown East,True,True,True,True,,2621
3286,East Houston Street,5123,2,1,Manhattan,Lower East Side,True,True,True,False,,2621
3287,West 7th street,1550,1,1,Brooklyn,Gravesend,False,False,False,False,,2620
3288,West 40's street,3500,1,1,Manhattan,Hell's Kitchen,True,True,True,False,,2620
3289,West 50th St,5550,2,2,Manhattan,Hell's Kitchen,True,True,False,False,,2620
3290,Second Avenue,7300,4,2,Manhattan,Kips Bay,True,True,True,False,,2620
3291,Hell's Kitchen,4195,2,1,Manhattan,Hell's Kitchen,True,True,False,False,,2620
3293,West 93rd Street,4362,1,1,Manhattan,Upper West Side,False,True,False,False,,2620
3294,East 36th St,3850,2,1,Manhattan,Murray Hill,True,True,False,False,,2620
3295,Upper East Side Manhattan NY...,2350,1,1,Manhattan,East Harlem,True,False,False,False,,2620
3296,23th street & Broadway,2975,3,1,Queens,Astoria,False,False,False,False,,2620
3297,West 31st Street,4000,1,1,Manhattan,Chelsea,False,True,True,True,,2620
3298,E 46th St,2200,Studio,1,Manhattan,Turtle Bay,True,True,True,False,,2620
3299,East 94th Street,3550,2,1,Manhattan,Yorkville,True,True,False,False,,2620
3300,Attorney Street,7995,4,2,Manhattan,Lower East Side,False,False,True,False,,2620
3302,555 west 156th,1850,1,1,Manhattan,Washington Heights,True,False,False,False,,2620
3307,W 42nd St,3000,1,1,Manhattan,Theater District,True,True,True,False,,2619
3308,35th Street,1845,1,1,Queens,Astoria,True,False,False,False,,2619
3309,Rutgers Street,5317,3,2,Manhattan,Two Bridges,True,True,True,False,,2619
3310,E 46th St,2245,Studio,1,Manhattan,Turtle Bay,True,True,True,False,,2619
3311,North End Avenue,2650,2,1,Manhattan,Battery Park City,True,True,False,False,,2619
3312,West 51st Street,3800,2,1,Manhattan,Hell's Kitchen,False,False,False,False,,2619
3313,East 13th Street,3374,2,1,Manhattan,East Village,False,False,False,False,,2619
3314,east 76th,2750,1,1,Manhattan,Upper East Side,True,False,False,False,,2619
3315,325 Kent Ave,3200,1,1,Brooklyn,Williamsburg,True,True,True,False,,2619
3316,Center Boulevard,3138,1,1,Queens,Hunters Point,True,True,False,False,628,2619
3317,East 30th street,1800,Studio,1,Manhattan,Rose Hill,False,False,False,True,,2619
3318,Smith Street,2525,1,1,Brooklyn,Boerum Hill,False,False,False,False,550,2619
3319,East 14th St.,1400,Share,1,Manhattan,Stuyvesant Town - Peter Cooper Village,True,False,False,False,1200,2619
3320,Wall Street,3299,1,1,Manhattan,Financial District,True,True,False,False,,2619
3321,1068 Fulton Street #2f Apt 2F...,4100,2,1,Brooklyn,Bedford-Stuyvesant,True,False,False,False,1000,2619
3322,West 54th Street,7195,2,2,Manhattan,Hell's Kitchen,True,True,True,False,,2619
3327,E 13th St,4600,2,2,Manhattan,Alphabet City,False,False,False,False,,2618
3328,East 46th Street,3387,1,1,Manhattan,Turtle Bay,True,True,False,False,,2618
3329,Water Street,4200,2,1,Manhattan,Financial District,True,True,True,False,,2618
3330,w 96,3295,2,1,Manhattan,Upper West Side,True,False,False,False,,2618
3331,1st Avenue,3400,2,1,Manhattan,East Village,False,False,True,False,,2618
3332,Gold St.,5000,4,1,Manhattan,Financial District,True,True,False,False,,2618
3333,West 89th St,6434,2,2,Manhattan,Upper West Side,True,True,False,False,1004,2618
3334,Fleet Place,3703,1,1,Brooklyn,Downtown Brooklyn,False,True,False,False,712,2618
3335,Bushwick Avenue,2400,1,1,Brooklyn,Bushwick,False,False,False,False,,2618
3336,West 80th Street,2700,1,1,Manhattan,Upper West Side,True,False,False,False,,2618
3337,Center Boulevard,2200,Studio,1,Queens,Hunters Point,True,True,False,False,550,2618
3338,West 37th Street,2785,Studio,1,Manhattan,Hell's Kitchen,True,True,True,False,442,2618
3340,2054 Adam Clayton powell,2100,1,1,Manhattan,Central Harlem,False,False,False,False,,2618
3341,South 4th Street,4315,2,2,Brooklyn,Williamsburg,True,True,True,False,,2618
3342,Ridge Boulevard,1765,1,1,Brooklyn,Bay Ridge,False,False,False,False,764,2618
3343,10th Ave.,4700,4,2,Manhattan,Hell's Kitchen,True,True,False,False,,2618
3344,W 43rd St,3000,1,1,Manhattan,Hell's Kitchen,True,True,True,False,,2618
3348,Macdougal Street,2800,1,1,Manhattan,Greenwich Village,False,False,False,False,,2617
3349,2nd Avenue,3905,2,1,Manhattan,Kips Bay,False,False,False,False,,2617
3350,33rd Street,2200,2,1,Queens,Steinway,False,False,False,False,,2617
3351,E 4th St,4440,3,2,Manhattan,East Village,False,False,True,False,,2617
3352,Queens Plaza North,3500,2,2,Queens,Long Island City,True,True,True,False,850,2617
3353,Purves Street,3200,1,1,Queens,Long Island City,True,True,True,False,,2617
3354,Brightwater Court,2000,1,1,Brooklyn,Brighton Beach,True,False,False,False,,2617
3355,Harrison Street,4495,1,1,Manhattan,Tribeca,True,True,True,False,709,2617
3356,255 West 75th Street Apt 5D,2400,1,1,Manhattan,Upper West Side,True,False,False,False,,2617
3357,West 44th Street,1995,1,1,Manhattan,Hell's Kitchen,False,False,False,False,,2617
3358,Exchange Place,4695,3,1,Manhattan,Financial District,True,True,False,False,,2617
3359,Water Street,3461,1,1,Brooklyn,DUMBO,True,True,False,False,,2617
3360,East 39th St,2930,Studio,1,Manhattan,Murray Hill,True,True,False,False,,2617
3361,Wall & Broad,2700,2,1,Manhattan,Financial District,True,True,True,False,,2617
3362,Battery Place,3050,Studio,1,Manhattan,Battery Park City,False,True,False,False,557,2617
